TurnID,CaptureTime,AnalysisTime,PlanningTime,GenerationTime,PlaybackTriggerTime,TotalLatency,CompileTime,PostCaptureLatency,StructureType,EnergyProfile,VariantKind,ResponseType,HitCount,StepCount,PlaybackTriggerMode,SkeletonSelectedStepCount
Variant_H40_AnchorLed_Increasing,4000,0.0445,0.0283,2.5266,0.0258,4002.6286,0.0034,2.6286,AnchorLed,Increasing,Variant,Complement,40,96,SimulatedUnityPayloadPreparation,25
Base_H40_AnchorLed_AccentedEnding,4000,0.0228,0.0402,1.6847,0.0016,4001.7531,0.0038,1.7531,AnchorLed,AccentedEnding,Base,Complement,40,96,SimulatedUnityPayloadPreparation,24
Variant_H40_AnchorLed_AccentedEnding,4000,0.0231,0.0288,1.6972,0.0216,4001.7742,0.0035,1.7742,AnchorLed,AccentedEnding,Variant,Complement,40,96,SimulatedUnityPayloadPreparation,24
Base_H44_Even_Flat,4000,0.5034,0.2069,1.1723,0.0019,4001.9009,0.0164,1.9009,Even,Flat,Base,Complement,44,96,SimulatedUnityPayloadPreparation,31
Variant_H44_Even_Flat,4000,0.021,0.0256,1.0261,0.0192,4001.1124,0.0205,1.1124,Even,Flat,Variant,Complement,44,96,SimulatedUnityPayloadPreparation,31
Base_H44_Even_Increasing,4000,0.0275,0.0218,1.6526,0.0022,4001.7253,0.0212,1.7253,Even,Increasing,Base,Contrast,44,96,SimulatedUnityPayloadPreparation,44
Variant_H44_Even_Increasing,4000,0.0186,0.037,1.2225,0.0016,4001.2823,0.0026,1.2823,Even,Increasing,Variant,Contrast,44,96,SimulatedUnityPayloadPreparation,44
Base_H44_Even_AccentedEnding,4000,0.017,0.0239,2.6928,0.0165,4002.7527,0.0025,2.7527,Even,AccentedEnding,Base,Complement,44,96,SimulatedUnityPayloadPreparation,31
Variant_H44_Even_AccentedEnding,4000,0.0182,0.0364,1.3769,0.0015,4001.4357,0.0027,1.4357,Even,AccentedEnding,Variant,Complement,44,96,SimulatedUnityPayloadPreparation,33
Base_H44_FrontLoaded_Flat,4000,0.0186,0.0377,2.8422,0.0316,4002.9414,0.0113,2.9414,FrontLoaded,Flat,Base,Complement,44,96,SimulatedUnityPayloadPreparation,31
Variant_H44_FrontLoaded_Flat,4000,0.0388,0.0426,1.0822,0.0017,4001.1779,0.0126,1.1779,FrontLoaded,Flat,Variant,Complement,44,96,SimulatedUnityPayloadPreparation,31
Base_H44_FrontLoaded_Increasing,4000,0.0233,0.2458,0.9973,0.0018,4001.2716,0.0034,1.2716,FrontLoaded,Increasing,Base,Mirror,44,96,SimulatedUnityPayloadPreparation,44
Variant_H44_FrontLoaded_Increasing,4000,0.0257,0.0579,1.7876,0.1021,4001.9778,0.0045,1.9778,FrontLoaded,Increasing,Variant,Mirror,44,96,SimulatedUnityPayloadPreparation,44
Base_H44_FrontLoaded_AccentedEnding,4000,0.0199,0.0347,1.8967,0.0024,4001.9565,0.0028,1.9565,FrontLoaded,AccentedEnding,Base,Mirror,44,96,SimulatedUnityPayloadPreparation,44
Variant_H44_FrontLoaded_AccentedEnding,4000,0.1731,0.0397,1.0845,0.0076,4001.308,0.0031,1.308,FrontLoaded,AccentedEnding,Variant,Mirror,44,96,SimulatedUnityPayloadPreparation,44
Base_H44_BackLoaded_Flat,4000,0.0219,0.0516,1.0315,0.0015,4001.117,0.0105,1.117,BackLoaded,Flat,Base,Mirror,44,96,SimulatedUnityPayloadPreparation,44
Variant_H44_BackLoaded_Flat,4000,0.0178,0.0218,1.6461,0.002,4001.6958,0.0081,1.6958,BackLoaded,Flat,Variant,Mirror,44,96,SimulatedUnityPayloadPreparation,44
Base_H44_BackLoaded_Increasing,4000,0.2141,0.131,5.0315,0.0511,4005.4317,0.004,5.4317,BackLoaded,Increasing,Base,Mirror,44,96,SimulatedUnityPayloadPreparation,44
Variant_H44_BackLoaded_Increasing,4000,0.388,1.0495,2.8847,0.0021,4004.3274,0.0031,4.3274,BackLoaded,Increasing,Variant,Mirror,44,96,SimulatedUnityPayloadPreparation,44
Base_H44_BackLoaded_AccentedEnding,4000,0.0247,0.0311,2.3797,0.0305,4002.4699,0.0039,2.4699,BackLoaded,AccentedEnding,Base,Mirror,44,96,SimulatedUnityPayloadPreparation,44
Variant_H44_BackLoaded_AccentedEnding,4000,0.0213,0.0333,5.0363,0.0029,4005.0966,0.0028,5.0966,BackLoaded,AccentedEnding,Variant,Mirror,44,96,SimulatedUnityPayloadPreparation,44
Base_H44_Clustered_Flat,4000,0.0196,0.0351,2.2243,0.0022,4002.3242,0.043,2.3242,Clustered,Flat,Base,Mirror,44,96,SimulatedUnityPayloadPreparation,44
Variant_H44_Clustered_Flat,4000,0.0231,0.032,1.2876,0.0324,4001.4004,0.0253,1.4004,Clustered,Flat,Variant,Complement,44,96,SimulatedUnityPayloadPreparation,28
Base_H44_Clustered_Increasing,4000,0.1166,0.1074,3.0683,0.0018,4003.299,0.0049,3.299,Clustered,Increasing,Base,Contrast,44,96,SimulatedUnityPayloadPreparation,24
Variant_H44_Clustered_Increasing,4000,0.0247,0.0929,1.5191,0.0572,4001.6987,0.0048,1.6987,Clustered,Increasing,Variant,Contrast,44,96,SimulatedUnityPayloadPreparation,28
Base_H44_Clustered_AccentedEnding,4000,0.0273,0.0478,1.444,0.0024,4001.5456,0.0241,1.5456,Clustered,AccentedEnding,Base,Contrast,44,96,SimulatedUnityPayloadPreparation,24
Variant_H44_Clustered_AccentedEnding,4000,0.0235,0.0348,1.4376,0.0028,4001.5029,0.0042,1.5029,Clustered,AccentedEnding,Variant,Contrast,44,96,SimulatedUnityPayloadPreparation,28
Base_H44_AnchorLed_Flat,4000,0.0281,0.0409,1.4637,0.0131,4001.5604,0.0146,1.5604,AnchorLed,Flat,Base,Complement,44,96,SimulatedUnityPayloadPreparation,23
Variant_H44_AnchorLed_Flat,4000,0.0337,0.0388,1.1215,0.0016,4001.2174,0.0218,1.2174,AnchorLed,Flat,Variant,Complement,44,96,SimulatedUnityPayloadPreparation,24
Base_H44_AnchorLed_Increasing,4000,0.0284,0.0245,1.1371,0.0623,4001.2555,0.0032,1.2555,AnchorLed,Increasing,Base,Complement,44,96,SimulatedUnityPayloadPreparation,23
Variant_H44_AnchorLed_Increasing,4000,0.0199,0.0695,0.8209,0.0015,4000.9146,0.0028,0.9146,AnchorLed,Increasing,Variant,Contrast,44,96,SimulatedUnityPayloadPreparation,17
Base_H44_AnchorLed_AccentedEnding,4000,0.031,0.067,0.9831,0.0022,4001.0876,0.0043,1.0876,AnchorLed,AccentedEnding,Base,Complement,44,96,SimulatedUnityPayloadPreparation,23
Variant_H44_AnchorLed_AccentedEnding,4000,0.0206,0.0341,3.3842,0.0163,4003.4582,0.003,3.4582,AnchorLed,AccentedEnding,Variant,Mirror,44,96,SimulatedUnityPayloadPreparation,44
